epoch,train_loss,val_loss
1,1.1210563501973791,2.15743977383331
2,1.0297422160313825,2.0736449703022286
3,0.9827969743041541,2.0167833787423595
4,0.9502570765224967,1.969885257659135
5,0.9216217675546962,1.9287048103632751
6,0.8977164522869381,1.8968977431456249
7,0.8762568413741946,1.8655240414319214
8,0.8572949952497257,1.8429742632088837
9,0.8428789149588487,1.82469708720843
10,0.8311058552715722,1.8060031985795055
11,0.8194746518228936,1.788325321895105
12,0.8102595064583726,1.7669041686587863
13,0.8013051487798766,1.7577298990002386
14,0.7948071477920051,1.7490175267060597
15,0.7872692149455153,1.734751652788233
16,0.7811227790483339,1.727189314586145
17,0.7753426732979422,1.7154980059023257
18,0.7694612269795785,1.7051803878060094
19,0.7647103531154122,1.7032355048038341
20,0.7629194222097322,1.6934390310887937
